Scrape started on: 03:21:18
[STARTUP | Thu Jul  1 03:21:18 2021 | main.py | <module>]: Init Database
[SCRAPE | Thu Jul  1 03:22:22 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: QuantumToken not found on sniffer
[SCRAPE | Thu Jul  1 03:22:22 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MONKEY SWAP FINANCE not found on sniffer
[SCRAPE | Thu Jul  1 03:22:22 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Egoras not found on sniffer
[SCRAPE | Thu Jul  1 03:22:23 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: VOLQAN COIN not found on sniffer
[SCRAPE | Thu Jul  1 03:22:23 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MoonLama not found on sniffer
[SCRAPE | Thu Jul  1 03:22:23 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Dolphin Chain not found on sniffer
[SCRAPE | Thu Jul  1 03:22:24 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MamaShiba not found on sniffer
[SCRAPE | Thu Jul  1 03:22:24 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Rapidly Reusable Rockets not found on sniffer
[SCRAPE | Thu Jul  1 03:22:25 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: RTYO not found on sniffer
[SCRAPE | Thu Jul  1 03:22:25 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: GLACIER not found on sniffer
[SCRAPE | Thu Jul  1 03:22:25 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: DEADPOOL SWAP not found on sniffer
[SCRAPE | Thu Jul  1 03:22:26 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: SPD not found on sniffer
[SCRAPE | Thu Jul  1 03:22:26 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: NFTMoon not found on sniffer
[SCRAPE | Thu Jul  1 03:22:26 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Rocket Equity not found on sniffer
[SCRAPE | Thu Jul  1 03:22:27 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Floki Fun not found on sniffer
[SCRAPE | Thu Jul  1 03:22:27 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Gen ZAl not found on sniffer
[SCRAPE | Thu Jul  1 03:22:27 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: PawnShop Swap not found on sniffer
[SCRAPE | Thu Jul  1 03:22:28 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: LALA not found on sniffer
[SCRAPE | Thu Jul  1 03:22:28 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: BIGLUCK not found on sniffer
[SCRAPE | Thu Jul  1 03:22:29 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MARSPUMP not found on sniffer
[SCRAPE | Thu Jul  1 03:22:29 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: ELMO not found on sniffer
[SCRAPE | Thu Jul  1 03:22:29 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: DOSTEST3 not found on sniffer
[SCRAPE | Thu Jul  1 03:22:30 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Pussy Juice not found on sniffer
[SCRAPE | Thu Jul  1 03:22:30 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: BETTRUST not found on sniffer
[SCRAPE | Thu Jul  1 03:22:31 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: RiceBallSwap not found on sniffer
[SCRAPE | Thu Jul  1 03:22:31 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Coconut not found on sniffer
[SCRAPE | Thu Jul  1 03:22:31 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Governor Network not found on sniffer
[SCRAPE | Thu Jul  1 03:22:32 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: HOPIUM not found on sniffer
[SCRAPE | Thu Jul  1 03:22:32 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: ShibaRise not found on sniffer
[SCRAPE | Thu Jul  1 03:22:32 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Amethhyst not found on sniffer
[SCRAPE | Thu Jul  1 03:22:33 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: REDKiT not found on sniffer
[SCRAPE | Thu Jul  1 03:22:33 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Crystal.app not found on sniffer
[SCRAPE | Thu Jul  1 03:22:33 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Tokyo AU Token not found on sniffer
[SCRAPE | Thu Jul  1 03:22:34 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: PORNROCKET not found on sniffer
[SCRAPE | Thu Jul  1 03:22:34 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MobyDick not found on sniffer
[SCRAPE | Thu Jul  1 03:22:35 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Pink Teens not found on sniffer
[SCRAPE | Thu Jul  1 03:22:35 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Safe Rocket not found on sniffer
[SCRAPE | Thu Jul  1 03:22:35 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: patriotsreserve not found on sniffer
[SCRAPE | Thu Jul  1 03:22:36 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: TestMks not found on sniffer
[SCRAPE | Thu Jul  1 03:22:36 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: ElonSafeMonday not found on sniffer
[SCRAPE | Thu Jul  1 03:22:36 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: FlyPig not found on sniffer
[SCRAPE | Thu Jul  1 03:22:37 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: GingerNFT not found on sniffer
[SCRAPE | Thu Jul  1 03:22:37 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: HODLIFE not found on sniffer
[SCRAPE | Thu Jul  1 03:22:37 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Bigbite not found on sniffer
[SCRAPE | Thu Jul  1 03:22:38 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: wethUSDCvault not found on sniffer
[SCRAPE | Thu Jul  1 03:22:38 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: test not found on sniffer
[SCRAPE | Thu Jul  1 03:22:39 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Koumori not found on sniffer
[SCRAPE | Thu Jul  1 03:22:39 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: BathMeMoon not found on sniffer
[SCRAPE | Thu Jul  1 03:22:39 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Baby First Coin not found on sniffer
[SCRAPE | Thu Jul  1 03:22:40 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: AlienToken.Space not found on sniffer
[SCRAPE | Thu Jul  1 03:22:40 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Let's Go 50x not found on sniffer
[SCRAPE | Thu Jul  1 03:22:40 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: SayNoToBuhari not found on sniffer
[SCRAPE | Thu Jul  1 03:22:41 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: BETA not found on sniffer
[SCRAPE | Thu Jul  1 03:22:41 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: DefiDoge not found on sniffer
[SCRAPE | Thu Jul  1 03:22:42 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: CurrencyX not found on sniffer
[SCRAPE | Thu Jul  1 03:22:42 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MoonFish not found on sniffer
[SCRAPE | Thu Jul  1 03:22:42 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: test3 not found on sniffer
[SCRAPE | Thu Jul  1 03:22:43 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: VOLQAN not found on sniffer
[SCRAPE | Thu Jul  1 03:22:43 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Floki Family not found on sniffer
[SCRAPE | Thu Jul  1 03:22:43 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: NotATiki not found on sniffer
[SCRAPE | Thu Jul  1 03:22:44 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MemMoon not found on sniffer
[SCRAPE | Thu Jul  1 03:22:44 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Baby Pinkish Pussy not found on sniffer
[SCRAPE | Thu Jul  1 03:22:44 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Nanauatzin BSC Token not found on sniffer
[SCRAPE | Thu Jul  1 03:22:45 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Moon Doge not found on sniffer
[SCRAPE | Thu Jul  1 03:22:45 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: PRETTY not found on sniffer
[SCRAPE | Thu Jul  1 03:22:46 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: AquaPanda not found on sniffer
[SCRAPE | Thu Jul  1 03:22:46 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: COSMICRABBIT not found on sniffer
[SCRAPE | Thu Jul  1 03:22:46 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: PoPEyes (t.me/PopEyesBsc) not found on sniffer
[SCRAPE | Thu Jul  1 03:22:47 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Blockchain Property not found on sniffer
[SCRAPE | Thu Jul  1 03:22:47 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Baby American Bulldog not found on sniffer
[SCRAPE | Thu Jul  1 03:22:47 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Vipper Token not found on sniffer
[SCRAPE | Thu Jul  1 03:22:48 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Viking Brains - Rug Zombie Grave Staking Token not found on sniffer
[SCRAPE | Thu Jul  1 03:22:48 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Solarys not found on sniffer
[SCRAPE | Thu Jul  1 03:22:49 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Futurov not found on sniffer
[SCRAPE | Thu Jul  1 03:22:49 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Moo Polypup USDC-BONE not found on sniffer
[SCRAPE | Thu Jul  1 03:22:49 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: ALICEToken not found on sniffer
[SCRAPE | Thu Jul  1 03:22:50 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MANNHEIM not found on sniffer
[SCRAPE | Thu Jul  1 03:22:50 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Thor Hammer not found on sniffer
[SCRAPE | Thu Jul  1 03:22:50 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: SniperRat not found on sniffer
[SCRAPE | Thu Jul  1 03:22:51 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Imanuuu Token not found on sniffer
[SCRAPE | Thu Jul  1 03:22:51 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Mate not found on sniffer
[SCRAPE | Thu Jul  1 03:22:51 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Ethereum Inu not found on sniffer
[SCRAPE | Thu Jul  1 03:22:52 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: StakeMine (Blockmine) not found on sniffer
[SCRAPE | Thu Jul  1 03:22:52 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: HotDogCharity not found on sniffer
[SCRAPE | Thu Jul  1 03:22:52 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Petroleo not found on sniffer
[SCRAPE | Thu Jul  1 03:22:53 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: ONLY not found on sniffer
[SCRAPE | Thu Jul  1 03:22:54 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: DEMONKILLER not found on sniffer
[SCRAPE | Thu Jul  1 03:22:54 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: BLABBERMOUTH not found on sniffer
[SCRAPE | Thu Jul  1 03:22:54 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Scorpia not found on sniffer
[SCRAPE | Thu Jul  1 03:22:55 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: LiquidityLocked not found on sniffer
[SCRAPE | Thu Jul  1 03:22:55 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: GNMB not found on sniffer
[SCRAPE | Thu Jul  1 03:22:56 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Simple2Test not found on sniffer
[SCRAPE | Thu Jul  1 03:22:56 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: MOON WOLF not found on sniffer
[SCRAPE | Thu Jul  1 03:22:57 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Kashiba Inu not found on sniffer
[SCRAPE | Thu Jul  1 03:22:57 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: SixNine not found on sniffer
[SCRAPE | Thu Jul  1 03:22:58 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: LabradorInu not found on sniffer
[SCRAPE | Thu Jul  1 03:22:58 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: GeminiSwap not found on sniffer
[SCRAPE | Thu Jul  1 03:22:58 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Apple not found on sniffer
[SCRAPE | Thu Jul  1 03:22:59 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Exes not found on sniffer
[SCRAPE | Thu Jul  1 03:22:59 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: Gondor Defi not found on sniffer
[SCRAPE | Thu Jul  1 03:23:00 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: ONEPIECE not found on sniffer
[SCRAPE | Thu Jul  1 03:23:00 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: ScroogeMcDuck not found on sniffer
[SCRAPE | Thu Jul  1 03:23:01 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: HAND OF FLOKI not found on sniffer
[SCRAPE | Thu Jul  1 03:23:01 2021 | /home/fullsend/cryptovesting/pyFiles/scrape_poc.py | getSniffer]: token: CHIBICAT not found on sniffer
[SEVERE | Thu Jul  1 03:23:01 2021 | /home/fullsend/cryptovesting/pyFiles/cglobals.py | getException]: *** print_tb:
  File "main.py", line 125, in <module>
    op = "keep"
[SEVERE | Thu Jul  1 03:23:01 2021 | /home/fullsend/cryptovesting/pyFiles/cglobals.py | getException]: *** print_exception:
Traceback (most recent call last):
  File "main.py", line 125, in <module>
    op = "keep"
TypeError: 'NoneType' object is not subscriptable
[COMPLETE | Thu Jul  1 03:23:01 2021 | main.py | <module>]: {}
