Scrape started on: 11:10:09
[STARTUP | Mon May 31 11:10:09 2021 | main.py | <module>]: Init Database
[SCRAPE | Mon May 31 11:34:03 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SNEL not found on sniffer
[SCRAPE | Mon May 31 11:34:04 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RiceSwap not found on sniffer
[SCRAPE | Mon May 31 11:34:06 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Stitch not found on sniffer
[SCRAPE | Mon May 31 11:34:08 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: GOI ANH LA TU DEP TRAI TOKEN not found on sniffer
[SCRAPE | Mon May 31 11:34:09 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: EthereumMax not found on sniffer
[SCRAPE | Mon May 31 11:34:11 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Venus Way not found on sniffer
[SCRAPE | Mon May 31 11:34:12 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: REDTUBE not found on sniffer
[SCRAPE | Mon May 31 11:34:14 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Queen Cat not found on sniffer
[SCRAPE | Mon May 31 11:34:15 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: PitbullInu not found on sniffer
[SCRAPE | Mon May 31 11:34:17 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SATOSHINU not found on sniffer
[SCRAPE | Mon May 31 11:34:19 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: UNICORN not found on sniffer
[SCRAPE | Mon May 31 11:34:20 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Algorand not found on sniffer
[SCRAPE | Mon May 31 11:34:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Apple Finance not found on sniffer
[SCRAPE | Mon May 31 11:34:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: ROCKET not found on sniffer
[SCRAPE | Mon May 31 11:34:25 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Orion Belt not found on sniffer
[SCRAPE | Mon May 31 11:34:27 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RugBusters not found on sniffer
[SCRAPE | Mon May 31 11:34:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: NOTE TOKEN not found on sniffer
[SCRAPE | Mon May 31 11:34:30 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: AurataGoldCat not found on sniffer
[SCRAPE | Mon May 31 11:34:31 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Doge Haters Token not found on sniffer
[SCRAPE | Mon May 31 11:34:33 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Ethereum Eco not found on sniffer
[SCRAPE | Mon May 31 11:34:34 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SPOTIFY not found on sniffer
[SCRAPE | Mon May 31 11:34:36 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: OK Difficult not found on sniffer
[SCRAPE | Mon May 31 11:34:38 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BGBTokencbgvzhc not found on sniffer
[SCRAPE | Mon May 31 11:34:39 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DogeMoon not found on sniffer
[SCRAPE | Mon May 31 11:34:41 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Test dont buy not found on sniffer
[SCRAPE | Mon May 31 11:34:42 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: PancakeSwap not found on sniffer
[SCRAPE | Mon May 31 11:34:44 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Vistee not found on sniffer
[SCRAPE | Mon May 31 11:34:46 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Bangkok Whore not found on sniffer
[SCRAPE | Mon May 31 11:34:47 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FIREWING not found on sniffer
[SCRAPE | Mon May 31 11:34:49 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MOON TOON not found on sniffer
[SCRAPE | Mon May 31 11:34:50 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: GalacticInu not found on sniffer
[SCRAPE | Mon May 31 11:34:52 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Ethereumboosttoken not found on sniffer
[SCRAPE | Mon May 31 11:34:54 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeMoon not found on sniffer
[SCRAPE | Mon May 31 11:34:55 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MOONCRACKER not found on sniffer
[SCRAPE | Mon May 31 11:34:57 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BARK not found on sniffer
[SCRAPE | Mon May 31 11:34:58 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: 666 not found on sniffer
[SCRAPE | Mon May 31 11:35:00 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token:  not found on sniffer
[SCRAPE | Mon May 31 11:35:02 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Orion not found on sniffer
[SCRAPE | Mon May 31 11:35:03 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeMorty not found on sniffer
[SCRAPE | Mon May 31 11:35:05 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: InGameCoin not found on sniffer
[SCRAPE | Mon May 31 11:35:06 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: JYSK not found on sniffer
[SCRAPE | Mon May 31 11:35:08 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: ATLAS not found on sniffer
[SCRAPE | Mon May 31 11:35:09 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: VeChain not found on sniffer
[SCRAPE | Mon May 31 11:35:11 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: PORNCOIN not found on sniffer
[SCRAPE | Mon May 31 11:35:13 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token:  BigLuckToken not found on sniffer
[SCRAPE | Mon May 31 11:35:14 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: t.me/SafeUnicornOfficial not found on sniffer
[SCRAPE | Mon May 31 11:35:16 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: NFT Pokemon not found on sniffer
[SCRAPE | Mon May 31 11:35:17 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BogdanoffToken not found on sniffer
[SCRAPE | Mon May 31 11:35:19 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Daniel Sefu Banilor not found on sniffer
[SCRAPE | Mon May 31 11:35:20 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: StarTrek not found on sniffer
[SCRAPE | Mon May 31 11:35:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Shop Token not found on sniffer
[SCRAPE | Mon May 31 11:35:24 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: KawaiiShiba  not found on sniffer
[SCRAPE | Mon May 31 11:35:25 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: shibaelonmars.com not found on sniffer
[SCRAPE | Mon May 31 11:35:27 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Dino Wallet not found on sniffer
[SCRAPE | Mon May 31 11:35:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeUnicorn not found on sniffer
[SCRAPE | Mon May 31 11:35:30 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SEXMO not found on sniffer
[SCRAPE | Mon May 31 11:35:31 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MoonIce not found on sniffer
[SCRAPE | Mon May 31 11:35:33 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DiscSwap not found on sniffer
[SCRAPE | Mon May 31 11:35:35 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Million not found on sniffer
[SCRAPE | Mon May 31 11:35:36 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SHIBAOCEAN not found on sniffer
[SCRAPE | Mon May 31 11:35:38 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: AMAZON not found on sniffer
[SCRAPE | Mon May 31 11:35:39 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: You Pay Token not found on sniffer
[SCRAPE | Mon May 31 11:35:41 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: You Pay Token not found on sniffer
[SCRAPE | Mon May 31 11:35:43 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: HoneyRocket not found on sniffer
[SCRAPE | Mon May 31 11:35:44 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: NewMoon not found on sniffer
[SCRAPE | Mon May 31 11:35:46 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: We Network not found on sniffer
[SCRAPE | Mon May 31 11:35:47 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Menan not found on sniffer
[SCRAPE | Mon May 31 11:35:49 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MobyDickTest1 not found on sniffer
[SCRAPE | Mon May 31 11:35:50 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: sullycoin not found on sniffer
[SCRAPE | Mon May 31 11:35:52 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Merry not found on sniffer
[SCRAPE | Mon May 31 11:35:54 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: WeNetwork not found on sniffer
[SCRAPE | Mon May 31 11:35:55 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Ape 4 Charity not found on sniffer
[SCRAPE | Mon May 31 11:35:57 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Line Series  not found on sniffer
[SCRAPE | Mon May 31 11:35:58 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: METALSHIB not found on sniffer
[SCRAPE | Mon May 31 11:36:00 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Buildin Token not found on sniffer
[SCRAPE | Mon May 31 11:36:01 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: NETFLIX not found on sniffer
[SCRAPE | Mon May 31 11:36:03 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Menan not found on sniffer
[SCRAPE | Mon May 31 11:36:05 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: You Pay Token not found on sniffer
[SCRAPE | Mon May 31 11:36:06 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: LovelyDog not found on sniffer
[SCRAPE | Mon May 31 11:36:08 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: THAI BATH not found on sniffer
[SCRAPE | Mon May 31 11:36:09 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: WeNetwork not found on sniffer
[SCRAPE | Mon May 31 11:36:11 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DOITCoin not found on sniffer
[SCRAPE | Mon May 31 11:36:13 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SOLARCOIN not found on sniffer
[SCRAPE | Mon May 31 11:36:14 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Bear Finance not found on sniffer
[SCRAPE | Mon May 31 11:36:16 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MUYT not found on sniffer
[SCRAPE | Mon May 31 11:36:17 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: QUARK COIN not found on sniffer
[SCRAPE | Mon May 31 11:36:19 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeUnicorn not found on sniffer
[SCRAPE | Mon May 31 11:36:20 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: THAI BATH not found on sniffer
[SCRAPE | Mon May 31 11:36:22 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FAPToken not found on sniffer
[SCRAPE | Mon May 31 11:36:24 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeUnicorn not found on sniffer
[SCRAPE | Mon May 31 11:36:25 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: THEGEMFINANCE not found on sniffer
[SCRAPE | Mon May 31 11:36:27 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeBone not found on sniffer
[SCRAPE | Mon May 31 11:36:28 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FomoCoin not found on sniffer
[SCRAPE | Mon May 31 11:36:30 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Menan not found on sniffer
[SCRAPE | Mon May 31 11:36:32 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: PORNHUB not found on sniffer
[SCRAPE | Mon May 31 11:36:34 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: PURGE not found on sniffer
[SCRAPE | Mon May 31 11:36:35 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SaveBaby not found on sniffer
[SCRAPE | Mon May 31 11:36:37 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: ThinkTank not found on sniffer
[SCRAPE | Mon May 31 11:36:38 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeHigh not found on sniffer
[SCRAPE | Mon May 31 11:36:40 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Hyperion Finance not found on sniffer
[SCRAPE | Mon May 31 11:36:41 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RandomisedCoin not found on sniffer
[SCRAPE | Mon May 31 11:36:43 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: KRYZE not found on sniffer
[SCRAPE | Mon May 31 11:36:45 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FairEarth not found on sniffer
[SCRAPE | Mon May 31 11:36:46 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Stelebin not found on sniffer
[SCRAPE | Mon May 31 11:36:48 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: DANYATOKEN not found on sniffer
[SCRAPE | Mon May 31 11:36:49 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: THE CHRONIC not found on sniffer
[SCRAPE | Mon May 31 11:36:51 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: StandShiba not found on sniffer
[SCRAPE | Mon May 31 11:36:53 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Chernobyl not found on sniffer
[SCRAPE | Mon May 31 11:36:54 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Digital Network Coin not found on sniffer
[SCRAPE | Mon May 31 11:36:56 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: METALSHIB not found on sniffer
[SCRAPE | Mon May 31 11:36:57 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: James not found on sniffer
[SCRAPE | Mon May 31 11:36:59 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Internet Computer not found on sniffer
[SCRAPE | Mon May 31 11:37:00 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Ether Dust not found on sniffer
[SCRAPE | Mon May 31 11:37:02 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FrankCoin not found on sniffer
[SCRAPE | Mon May 31 11:37:04 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SpaceGold not found on sniffer
[SCRAPE | Mon May 31 11:37:05 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RoadRunner not found on sniffer
[SCRAPE | Mon May 31 11:37:07 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MEGASTAR not found on sniffer
[SCRAPE | Mon May 31 11:37:08 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Menan not found on sniffer
[SCRAPE | Mon May 31 11:37:10 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: NMOL not found on sniffer
[SCRAPE | Mon May 31 11:37:12 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BNB Coin  not found on sniffer
[SCRAPE | Mon May 31 11:37:13 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: ScroogeMcDuck not found on sniffer
[SCRAPE | Mon May 31 11:37:15 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Bear Finance not found on sniffer
[SCRAPE | Mon May 31 11:37:16 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SKATEBOARD not found on sniffer
[SCRAPE | Mon May 31 11:37:18 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token:  Remitano Coin not found on sniffer
[SCRAPE | Mon May 31 11:37:19 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Mina Protocol not found on sniffer
[SCRAPE | Mon May 31 11:37:21 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: xxxnifty.com not found on sniffer
[SCRAPE | Mon May 31 11:37:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: asa not found on sniffer
[SCRAPE | Mon May 31 11:37:24 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: https://crypto-beauties.com/ not found on sniffer
[SCRAPE | Mon May 31 11:37:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FOREST not found on sniffer
[SCRAPE | Mon May 31 11:37:27 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: AkitaInu not found on sniffer
[SCRAPE | Mon May 31 11:37:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: KIMJONGMOON not found on sniffer
[SCRAPE | Mon May 31 11:37:31 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SUNSWAP not found on sniffer
[SCRAPE | Mon May 31 11:37:32 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: 80Bi not found on sniffer
[SCRAPE | Mon May 31 11:37:34 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BaconSwap not found on sniffer
[SCRAPE | Mon May 31 11:37:35 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: GambleCoin not found on sniffer
[SCRAPE | Mon May 31 11:37:37 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: THEGEMFINANCE not found on sniffer
[SCRAPE | Mon May 31 11:37:38 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MegaInu not found on sniffer
[SCRAPE | Mon May 31 11:37:40 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Test don't buy not found on sniffer
[SCRAPE | Mon May 31 11:37:42 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: World Coin not found on sniffer
[SCRAPE | Mon May 31 11:37:43 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Poor Doge not found on sniffer
[SCRAPE | Mon May 31 11:37:45 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Mercedes Coin not found on sniffer
[SCRAPE | Mon May 31 11:37:46 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SafeListing not found on sniffer
[SCRAPE | Mon May 31 11:37:48 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SON INU not found on sniffer
[SCRAPE | Mon May 31 11:37:50 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Masterminds not found on sniffer
[SCRAPE | Mon May 31 11:37:51 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: HUNGVUONG HOLDINGS not found on sniffer
[SCRAPE | Mon May 31 11:37:53 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Prime DeFi not found on sniffer
[SCRAPE | Mon May 31 11:37:54 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: KidShibaInu not found on sniffer
[SCRAPE | Mon May 31 11:37:56 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: WePiggy Coin not found on sniffer
[SCRAPE | Mon May 31 11:37:57 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: TU DEP TRAI Token not found on sniffer
[SCRAPE | Mon May 31 11:37:59 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MOONSALOPE not found on sniffer
[SCRAPE | Mon May 31 11:38:01 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MilkyWay not found on sniffer
[SCRAPE | Mon May 31 11:38:02 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Loki Shield not found on sniffer
[SCRAPE | Mon May 31 11:38:04 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BesoTest_DoNotBuy not found on sniffer
[SCRAPE | Mon May 31 11:38:05 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: GucciFlipFlap not found on sniffer
[SCRAPE | Mon May 31 11:38:07 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RollingStone not found on sniffer
[SCRAPE | Mon May 31 11:38:08 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: MoonApe not found on sniffer
[SCRAPE | Mon May 31 11:38:10 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SHINEMOON not found on sniffer
[SCRAPE | Mon May 31 11:38:12 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Crypto Against Cancer not found on sniffer
[SCRAPE | Mon May 31 11:38:13 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: HoneeBee Token not found on sniffer
[SCRAPE | Mon May 31 11:38:15 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SportsStars not found on sniffer
[SCRAPE | Mon May 31 11:38:16 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: STARBURST not found on sniffer
[SCRAPE | Mon May 31 11:38:18 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Shopee Protocol not found on sniffer
[SCRAPE | Mon May 31 11:38:20 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: ATR Token not found on sniffer
[SCRAPE | Mon May 31 11:38:21 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Hitoshi Inu not found on sniffer
[SCRAPE | Mon May 31 11:38:23 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: IMF Finance not found on sniffer
[SCRAPE | Mon May 31 11:38:24 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: OnlyFans Finance not found on sniffer
[SCRAPE | Mon May 31 11:38:26 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Space Domination not found on sniffer
[SCRAPE | Mon May 31 11:38:27 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: ILS-Pegged not found on sniffer
[SCRAPE | Mon May 31 11:38:29 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: SpiderSafe not found on sniffer
[SCRAPE | Mon May 31 11:38:31 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: KittyCoin not found on sniffer
[SCRAPE | Mon May 31 11:38:32 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: BGBToken not found on sniffer
[SCRAPE | Mon May 31 11:38:34 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Pi network not found on sniffer
[SCRAPE | Mon May 31 11:38:35 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: Butter.Finance not found on sniffer
[SCRAPE | Mon May 31 11:38:37 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: XNX not found on sniffer
[SCRAPE | Mon May 31 11:38:38 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: FVCAKETEST not found on sniffer
[SCRAPE | Mon May 31 11:38:40 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: RollingStone (t.me/rollingstone_BSC) not found on sniffer
[SCRAPE | Mon May 31 11:38:42 2021 | Z:\Repos\cryptovesting\pyFiles\scrape_poc.py | getSniffer]: token: xDoge not found on sniffer
